Name,Date of Birth,From,To,Flight Date,Flight Time,Booking Date,Class,Fare
Dr. MG23 MS1,1963-04-23,Delhi,Mumbai,2016-09-29,17:40,2016-09-09,Economy,3835.39
Dr. FG41 FS7,1954-01-20,Mumbai,Lucknow,2016-07-01,18:10,2016-06-26,Economy,8204.65
Dr. FG30 FS34,1970-07-06,Hyderabad,Delhi,2016-07-07,04:50,2016-06-29,Economy,11601.71
Dr. FG35 FS30,1950-07-16,Kolkata,Mumbai,2016-01-11,19:00,2015-11-13,Economy,5445.68
Dr. MG98 MS75,1936-09-18,Delhi,Kolkata,2016-07-26,14:00,2016-07-22,Business,15977.94
Miss FG65 FS53,2004-07-10,Patna,Chennai,2016-11-24,20:10,2016-11-16,Economy,11529.66
Mrs. FG91 FS87,1980-06-17,Lucknow,Mumbai,2016-02-10,02:20,2016-01-12,Economy,3852.22
Dr. MG94 MS87,1939-06-11,Patna,Mumbai,2016-11-29,05:40,2016-10-18,Economy,6334.84
Dr. MG20 MS62,1946-09-27,Delhi,Lucknow,2016-07-28,11:40,2016-07-26,Business,11514.62
Dr. FG69 FS77,1951-06-11,Patna,Mumbai,2016-01-23,09:00,2015-12-14,Business,26772.61
Mr. MG66 MS82,1984-05-30,Patna,Mumbai,2016-09-11,17:00,2016-09-11,Economy,14400.17
Mr. MG6 MS41,1965-12-03,Mumbai,Delhi,2016-03-14,12:40,2016-03-11,Economy,4934.71
Dr. MG93 MS65,1977-02-02,Kolkata,Lucknow,2016-11-26,18:30,2016-10-22,Economy,9756.23
Dr. MG16 MS20,1979-12-16,Mumbai,Hyderabad,2016-06-11,17:40,2016-05-29,Economy,12501.69
Mr. MG82 MS28,1981-07-16,Lucknow,Mumbai,2016-06-03,20:30,2016-05-07,Business,11908.39
Mrs. FG82 FS52,1940-12-12,Kolkata,Mumbai,2016-05-21,19:00,2016-05-16,Economy,8440.48
Dr. FG79 FS85,1963-10-02,Lucknow,Delhi,2016-06-30,05:10,2016-06-01,Economy,2787.45
Mrs. FG32 FS73,1956-03-22,Chennai,Patna,2016-03-24,21:00,2016-02-02,Economy,7284.35
Mr. MG11 MS52,1945-03-30,Kolkata,Chennai,2016-01-05,18:30,2015-12-23,Business,9959.14
Miss FG64 FS39,2004-02-13,Mumbai,Lucknow,2016-08-20,03:50,2016-08-02,Economy,5959.29
Dr. FG19 FS45,1949-12-28,Hyderabad,Delhi,2016-12-14,02:40,2016-12-02,Economy,8579.36
Dr. MG93 MS56,1980-02-08,Delhi,Mumbai,2016-08-22,07:10,2016-08-20,Economy,8419.64
Dr. MG11 MS34,1940-03-27,Mumbai,Delhi,2016-05-20,19:50,2016-05-18,Economy,7394.08
Mr. MG32 MS82,1969-10-02,Mumbai,Kolkata,2016-10-20,05:20,2016-10-17,Economy,6812.38
Mrs. FG15 FS94,1952-08-04,Chennai,Mumbai,2016-12-02,15:00,2016-10-29,Business,8712.78
Dr. FG10 FS73,1947-03-14,Lucknow,Delhi,2016-04-06,09:30,2016-03-29,Economy,4100.45
Mr. MG55 MS30,2003-10-15,Lucknow,Chennai,2016-11-09,05:20,2016-11-08,Economy,11614.82
Dr. MG19 MS57,1957-11-04,Delhi,Chennai,2016-06-04,23:50,2016-05-06,Economy,11888.26
Dr. MG50 MS62,1937-08-01,Mumbai,Chennai,2016-11-08,14:10,2016-11-01,Economy,7445.92
Mrs. FG25 FS15,1972-01-25,Mumbai,Patna,2016-02-03,19:30,2016-01-12,Economy,5533.2
Dr. FG5 FS25,1937-08-30,Kolkata,Mumbai,2016-08-28,14:50,2016-08-12,Economy,8233.75
Mr. MG96 MS94,1978-08-09,Patna,Mumbai,2016-04-06,23:30,2016-03-09,Economy,5431.69
Miss FG62 FS41,1996-01-24,Chennai,Lucknow,2016-02-01,17:40,2015-12-20,Economy,6447.11
Dr. MG68 MS38,1981-02-20,Lucknow,Mumbai,2016-05-06,10:40,2016-04-10,Economy,7116.87
Dr. FG79 FS50,1944-03-04,Delhi,Chennai,2016-10-25,14:10,2016-09-18,Economy,8172.65
Dr. FG12 FS53,1975-12-13,Kolkata,Delhi,2016-11-16,17:30,2016-10-19,Economy,4707.19
Dr. MG80 MS15,1955-12-09,Kolkata,Lucknow,2016-09-05,11:00,2016-08-03,Economy,5574.89
Dr. MG66 MS32,1942-03-07,Patna,Kolkata,2016-10-06,18:30,2016-09-22,Economy,4277.8
Dr. MG38 MS13,1950-08-26,Mumbai,Delhi,2016-11-24,21:10,2016-10-06,Economy,4051.11
Dr. FG59 FS9,1957-03-22,Mumbai,Lucknow,2016-04-22,23:40,2016-04-03,Economy,5711.17
Mr. MG38 MS77,1987-10-20,Lucknow,Delhi,2016-06-15,18:20,2016-05-15,Business,4634.9
Mrs. FG69 FS63,1987-06-16,Hyderabad,Kolkata,2016-03-23,16:40,2016-02-05,Economy,3627.59
Mrs. FG47 FS38,1974-03-20,Lucknow,Chennai,2016-08-24,02:40,2016-07-08,Business,18282.38
Mr. MG66 MS4,1996-04-16,Mumbai,Hyderabad,2016-03-21,11:50,2016-03-01,Economy,3703.22
Mrs. FG16 FS34,1971-05-14,Kolkata,Patna,2016-11-27,12:00,2016-10-31,Business,11286.01
Miss FG96 FS0,1996-11-28,Lucknow,Mumbai,2016-07-01,20:40,2016-05-24,Economy,3823.97
Dr. MG40 MS42,1941-07-02,Chennai,Lucknow,2016-08-11,10:00,2016-07-18,Economy,9684.5
Dr. MG71 MS24,1950-06-25,Lucknow,Mumbai,2016-03-31,12:10,2016-03-10,Economy,5529.87
Mrs. FG56 FS65,1976-07-17,Delhi,Hyderabad,2016-02-05,13:20,2016-01-03,Business,14695.06
Dr. MG46 MS84,1959-01-12,Chennai,Kolkata,2016-08-16,14:00,2016-07-25,Economy,5436.89
Miss FG61 FS35,1998-08-19,Kolkata,Hyderabad,2016-02-13,08:30,2016-01-14,Economy,4760.32
Miss FG73 FS36,1993-05-01,Lucknow,Hyderabad,2016-08-30,12:30,2016-08-28,Economy,7558.31
Dr. MG13 MS13,1983-05-11,Delhi,Mumbai,2016-06-18,20:00,2016-05-31,Economy,8843.62
Mrs. FG15 FS83,1975-05-09,Mumbai,Lucknow,2016-04-30,19:40,2016-04-04,Economy,7184.13
Mrs. FG79 FS11,1970-11-10,Patna,Delhi,2016-12-09,07:10,2016-11-27,Business,9114.76
Mr. MG32 MS7,1951-01-09,Mumbai,Patna,2016-03-26,00:50,2016-03-06,Economy,6585.31
Mrs. FG39 FS32,1955-04-08,Lucknow,Mumbai,2016-11-03,08:30,2016-10-26,Economy,5113.03
Dr. FG18 FS26,1984-08-01,Mumbai,Lucknow,2016-12-05,09:10,2016-10-18,Economy,6486.05
Mrs. FG96 FS87,1972-01-16,Mumbai,Kolkata,2016-10-07,19:50,2016-08-30,Economy,4125.41
Dr. FG64 FS83,1939-06-12,Mumbai,Delhi,2016-11-28,07:10,2016-11-10,Business,10370.14
Dr. FG66 FS77,1944-07-01,Kolkata,Patna,2016-07-28,18:50,2016-07-25,Business,17074.41
Mr. MG19 MS54,1958-04-10,Chennai,Lucknow,2016-01-06,20:30,2015-12-03,Economy,7075.63
Dr. FG27 FS2,1972-03-28,Lucknow,Mumbai,2016-04-13,22:20,2016-04-12,Economy,12322.74
Dr. MG2 MS3,1948-08-05,Lucknow,Patna,2016-11-08,20:00,2016-09-29,Economy,2965.1
Mr. MG15 MS12,1995-12-30,Kolkata,Chennai,2016-03-01,18:20,2016-02-10,Economy,3472.52
Mrs. FG41 FS41,1969-05-14,Patna,Chennai,2016-08-22,19:30,2016-06-22,Business,20847.5
Mr. MG57 MS45,1996-10-08,Delhi,Mumbai,2016-02-14,21:20,2016-02-05,Business,13572.04
Dr. MG79 MS39,1982-07-29,Lucknow,Mumbai,2016-01-03,15:50,2016-01-01,Economy,16287.63
Mr. MG99 MS78,1971-11-07,Chennai,Lucknow,2016-12-02,15:10,2016-11-12,Economy,7653.04
Mr. MG31 MS8,1998-04-08,Kolkata,Mumbai,2016-06-01,19:50,2016-05-04,Economy,3582.27
Dr. MG38 MS71,1955-09-21,Mumbai,Lucknow,2016-10-03,09:40,2016-09-29,Economy,9807.4
Mrs. FG36 FS21,1968-01-31,Delhi,Lucknow,2016-06-05,08:20,2016-05-30,Economy,4474.46
Miss FG24 FS58,1984-10-16,Lucknow,Patna,2016-09-02,23:10,2016-08-15,Business,5136.68
Mrs. FG59 FS48,1977-05-26,Lucknow,Delhi,2016-02-23,13:50,2016-02-10,Economy,2482.19
Mrs. FG97 FS27,1974-08-19,Lucknow,Mumbai,2016-09-27,19:40,2016-08-09,Economy,4278.21
Mr. MG6 MS49,1966-08-14,Lucknow,Delhi,2016-08-20,12:10,2016-07-30,Economy,2767.68
Mrs. FG11 FS6,1963-02-05,Kolkata,Lucknow,2016-01-31,14:50,2016-01-27,Business,21826.52
Dr. MG35 MS78,1966-01-30,Delhi,Lucknow,2016-07-02,19:40,2016-06-30,Economy,7963.97
Dr. MG68 MS33,1973-05-23,Kolkata,Lucknow,2016-03-08,18:10,2016-02-02,Economy,6628.73
Dr. FG90 FS50,1959-06-25,Chennai,Patna,2016-08-25,14:50,2016-07-25,Economy,10770.68
Dr. MG44 MS72,1941-02-25,Patna,Delhi,2016-05-07,23:20,2016-04-23,Business,16946.06
Mr. MG86 MS18,1963-10-30,Patna,Chennai,2016-04-30,16:40,2016-04-21,Economy,14045.96
Dr. MG66 MS32,1985-03-28,Kolkata,Mumbai,2016-11-05,10:40,2016-10-30,Economy,13563.31
Mr. MG85 MS34,1960-12-09,Mumbai,Delhi,2016-01-09,18:00,2015-11-06,Economy,4111.85
Miss FG48 FS70,1997-01-23,Mumbai,Lucknow,2016-03-16,19:10,2016-03-02,Economy,3866.42
Dr. MG34 MS26,1954-08-29,Hyderabad,Lucknow,2016-12-20,23:20,2016-12-14,Economy,9638.79
Mr. MG0 MS84,1978-06-27,Mumbai,Lucknow,2016-02-08,14:30,2016-01-12,Economy,4462.33
Dr. MG25 MS13,1950-06-10,Kolkata,Lucknow,2016-09-14,20:50,2016-07-31,Economy,6040.79
Dr. MG13 MS83,1938-09-19,Delhi,Lucknow,2016-04-05,12:00,2016-03-20,Business,7211.03
Mrs. FG89 FS54,1960-09-09,Lucknow,Mumbai,2016-11-08,13:20,2016-09-21,Business,8533.69
Dr. MG70 MS97,1980-06-01,Mumbai,Lucknow,2016-01-22,23:40,2015-12-14,Economy,6015.59
Dr. MG14 MS28,1962-11-19,Lucknow,Delhi,2016-08-15,18:40,2016-08-02,Economy,3475.14
Dr. MG18 MS11,1960-08-28,Patna,Delhi,2016-09-05,21:00,2016-08-03,Business,10238.89
Dr. MG24 MS16,1947-09-11,Chennai,Lucknow,2016-12-29,14:00,2016-11-24,Economy,9279.57
Mr. MG5 MS89,1974-12-16,Hyderabad,Mumbai,2016-01-31,15:30,2016-01-25,Business,26960.06
Mr. MG70 MS39,1981-11-22,Delhi,Kolkata,2016-04-22,17:10,2016-03-30,Economy,3569.89
Dr. FG68 FS14,1958-01-18,Chennai,Lucknow,2016-12-06,16:30,2016-11-26,Business,29335.36
Miss FG76 FS55,1985-01-08,Delhi,Mumbai,2016-12-28,08:50,2016-12-20,Business,9970.71
Dr. MG82 MS50,1946-06-06,Mumbai,Delhi,2016-09-13,11:00,2016-08-22,Business,9799.34
Dr. MG26 MS32,1975-10-01,Mumbai,Lucknow,2016-01-05,20:30,2015-12-28,Economy,10401.38
Miss FG69 FS89,1997-12-15,Patna,Lucknow,2016-01-26,20:00,2015-12-31,Economy,1925.45
Dr. MG13 MS83,1969-07-18,Hyderabad,Lucknow,2016-02-26,14:40,2016-02-15,Business,23421.32
Mr. MG13 MS52,1952-02-14,Patna,Chennai,2016-05-10,13:00,2016-04-19,Business,17633.17
Miss FG0 FS96,2001-03-16,Patna,Lucknow,2016-04-03,12:00,2016-03-03,Economy,2530.44
Dr. MG57 MS34,1936-10-28,Delhi,Mumbai,2016-10-24,08:00,2016-09-29,Economy,4366.59
Dr. FG26 FS90,1960-04-10,Kolkata,Chennai,2016-07-18,16:30,2016-06-22,Business,13227.71
Mrs. FG62 FS32,1965-09-27,Lucknow,Hyderabad,2016-04-09,00:10,2016-02-28,Economy,6949.37
Mrs. FG5 FS59,1947-03-01,Mumbai,Delhi,2016-07-20,15:50,2016-07-20,Economy,5023.68
Miss FG85 FS43,1988-10-09,Delhi,Patna,2016-07-30,12:20,2016-07-15,Economy,4395.09
Dr. MG16 MS23,1966-11-17,Patna,Hyderabad,2016-07-05,15:30,2016-07-04,Business,34208.86
Mr. MG75 MS67,1964-04-12,Hyderabad,Delhi,2016-08-20,21:40,2016-07-07,Economy,8148.97
Mr. MG50 MS1,1964-04-07,Delhi,Hyderabad,2016-02-05,15:30,2016-01-13,Economy,5288.89
Miss FG0 FS35,1987-08-03,Chennai,Lucknow,2016-12-29,08:20,2016-12-24,Economy,10667.6
Mrs. FG54 FS84,1986-09-06,Delhi,Hyderabad,2016-09-08,06:10,2016-08-28,Economy,6153.81
Miss FG25 FS90,2001-05-18,Mumbai,Delhi,2016-03-02,18:40,2016-02-08,Economy,2410.58
Dr. FG74 FS83,1979-08-22,Lucknow,Hyderabad,2016-08-09,12:30,2016-07-16,Business,19982.47
Dr. MG47 MS38,1943-12-16,Lucknow,Patna,2016-02-17,13:10,2016-02-01,Economy,2848.21
Mrs. FG43 FS90,1950-04-23,Mumbai,Kolkata,2016-06-17,14:20,2016-05-28,Economy,3277.1
Mr. MG79 MS51,1974-11-18,Hyderabad,Mumbai,2016-06-18,14:50,2016-05-14,Economy,7088.59
Dr. FG73 FS34,1955-07-29,Lucknow,Delhi,2016-01-31,09:20,2015-12-31,Economy,4554.91
Dr. FG3 FS31,1977-07-01,Kolkata,Patna,2016-09-09,11:30,2016-08-06,Economy,4949.54
Dr. MG36 MS34,1968-10-07,Kolkata,Mumbai,2016-12-13,13:40,2016-12-13,Economy,11971.93
Dr. MG3 MS8,1955-04-18,Delhi,Patna,2016-01-06,11:40,2015-12-14,Economy,4060.31
Dr. MG68 MS92,1945-03-10,Mumbai,Chennai,2016-08-29,15:30,2016-07-12,Business,13029.69
Dr. FG56 FS91,1937-09-28,Delhi,Kolkata,2016-11-29,17:30,2016-11-11,Economy,4318.37
Mr. MG96 MS47,1951-09-08,Patna,Delhi,2016-10-04,10:30,2016-08-26,Economy,2515.27
Dr. MG92 MS53,1944-07-29,Delhi,Hyderabad,2016-06-20,08:30,2016-04-23,Economy,7647.66
Mrs. FG49 FS53,1943-12-23,Lucknow,Chennai,2016-09-10,12:20,2016-08-10,Business,22607.75
Mrs. FG69 FS72,1966-05-15,Chennai,Hyderabad,2016-10-04,15:10,2016-09-17,Economy,1927.49
Dr. FG79 FS21,1952-02-12,Hyderabad,Mumbai,2016-06-10,17:10,2016-04-25,Economy,5759.29
Dr. FG74 FS62,1961-03-21,Lucknow,Patna,2016-12-11,15:40,2016-10-11,Economy,4024.06
Dr. MG83 MS26,1953-04-04,Lucknow,Mumbai,2016-02-12,14:20,2016-01-27,Economy,6024.67
Mrs. FG21 FS72,1960-12-03,Lucknow,Hyderabad,2016-06-27,09:50,2016-05-30,Economy,5091.71
Mrs. FG81 FS54,1942-11-29,Delhi,Lucknow,2016-06-25,19:20,2016-06-17,Economy,3765.77
Dr. FG85 FS35,1974-06-04,Chennai,Patna,2016-06-26,18:30,2016-06-23,Business,84141.47
Mrs. FG31 FS35,1967-07-11,Lucknow,Delhi,2016-10-03,14:50,2016-09-30,Economy,3311.2
Miss FG94 FS10,2005-10-07,Delhi,Kolkata,2016-12-27,06:20,2016-12-21,Economy,3823.78
Mr. MG9 MS35,2000-07-25,Hyderabad,Lucknow,2016-01-16,05:50,2016-01-07,Economy,8465.8
Mrs. FG88 FS34,1947-12-18,Hyderabad,Kolkata,2016-10-10,18:20,2016-09-04,Economy,3024.24
Miss FG42 FS30,1989-04-28,Mumbai,Chennai,2016-10-11,02:30,2016-08-11,Economy,3498.32
Dr. FG73 FS33,1946-07-26,Mumbai,Lucknow,2016-11-06,14:20,2016-10-10,Business,19799.67
Dr. MG86 MS5,1940-04-04,Kolkata,Chennai,2016-02-17,15:30,2016-02-05,Economy,6366.41
Dr. MG99 MS14,1951-12-14,Kolkata,Patna,2016-12-18,19:10,2016-11-11,Economy,6285.41
Mr. MG91 MS61,1986-01-12,Mumbai,Kolkata,2016-08-04,23:00,2016-06-12,Economy,3694.21
Dr. MG2 MS6,1976-12-14,Patna,Chennai,2016-05-09,05:00,2016-04-14,Economy,13328.85
Dr. MG9 MS52,1973-07-04,Kolkata,Delhi,2016-08-12,20:30,2016-07-16,Economy,5805.93
Dr. FG2 FS21,1965-11-09,Lucknow,Chennai,2016-12-24,17:50,2016-11-06,Economy,14388.44
Mr. MG17 MS62,2004-10-15,Hyderabad,Lucknow,2016-11-17,18:00,2016-10-26,Economy,4561.44
Mrs. FG42 FS79,1965-08-25,Kolkata,Mumbai,2016-02-03,15:00,2016-01-09,Business,9804.78
Miss FG51 FS25,1997-01-30,Chennai,Hyderabad,2016-12-21,19:30,2016-12-15,Economy,2545.69
Dr. MG12 MS86,1967-10-08,Kolkata,Mumbai,2016-06-26,08:40,2016-06-03,Business,23704.36
Mr. MG85 MS62,1977-06-14,Patna,Kolkata,2016-02-05,09:00,2015-12-29,Economy,3358.81
Dr. MG16 MS89,1958-06-16,Mumbai,Delhi,2016-09-10,20:50,2016-08-27,Economy,7899.06
Dr. FG61 FS93,1981-01-23,Chennai,Kolkata,2016-08-16,01:40,2016-07-10,Economy,5985.79
Mrs. FG12 FS40,1965-09-30,Chennai,Mumbai,2016-01-30,09:30,2016-01-23,Economy,8662.41
Dr. FG98 FS32,1980-08-24,Mumbai,Delhi,2016-04-06,01:20,2016-03-20,Economy,5372.88
Mr. MG41 MS46,1987-04-22,Delhi,Lucknow,2016-02-16,18:50,2016-01-28,Economy,1772.06
Dr. FG5 FS83,1967-08-04,Lucknow,Delhi,2016-04-30,14:00,2016-04-05,Economy,5035.02
Mr. MG96 MS40,1998-10-15,Delhi,Patna,2016-10-03,08:10,2016-09-07,Economy,2743.6
Mr. MG18 MS47,1967-11-20,Mumbai,Lucknow,2016-06-05,21:40,2016-04-26,Economy,6301.8
Dr. FG0 FS50,1939-11-23,Chennai,Hyderabad,2016-07-16,15:40,2016-07-16,Economy,7833.42
Miss FG22 FS27,2004-05-30,Hyderabad,Lucknow,2016-04-10,01:30,2016-03-17,Economy,6624.48
Dr. MG4 MS30,1944-04-04,Lucknow,Delhi,2016-10-08,19:20,2016-09-23,Economy,4545.28
Mr. MG38 MS6,1958-03-12,Delhi,Mumbai,2016-12-03,10:00,2016-11-10,Economy,4066.19
Dr. FG73 FS55,1942-05-22,Patna,Delhi,2016-11-13,18:40,2016-10-02,Economy,5701.82
Miss FG49 FS29,1998-05-31,Lucknow,Delhi,2016-07-16,18:30,2016-06-26,Economy,2945.27
Mr. MG59 MS28,1945-10-02,Chennai,Delhi,2016-04-17,07:50,2016-04-03,Business,22037.37
Mr. MG30 MS28,1978-04-18,Lucknow,Kolkata,2016-08-06,11:00,2016-06-11,Economy,6111.93
Miss FG50 FS98,1993-06-05,Mumbai,Chennai,2016-11-03,03:00,2016-10-14,Economy,3784.09
Dr. FG87 FS53,1980-10-07,Chennai,Mumbai,2016-11-20,05:50,2016-11-06,Economy,10746.88
Mrs. FG53 FS7,1946-02-15,Lucknow,Delhi,2016-03-25,06:10,2016-03-02,Economy,1764.54
Mrs. FG31 FS52,1950-11-11,Mumbai,Delhi,2016-02-29,19:30,2016-01-24,Economy,2644.87
Mr. MG8 MS33,1999-10-15,Kolkata,Mumbai,2016-04-28,17:50,2016-04-12,Business,9521.01
Mr. MG32 MS87,1958-08-16,Kolkata,Mumbai,2016-01-25,07:10,2016-01-13,Economy,4126.12
Dr. FG28 FS68,1973-06-20,Lucknow,Chennai,2016-02-11,10:30,2016-02-01,Economy,14968.5
Mrs. FG46 FS15,1959-04-10,Delhi,Chennai,2016-04-10,15:20,2016-02-11,Economy,7824.5
Dr. MG49 MS53,1946-03-21,Kolkata,Patna,2016-07-26,09:30,2016-05-24,Economy,4141.14
Dr. FG57 FS18,1953-01-18,Hyderabad,Kolkata,2016-08-30,01:40,2016-08-17,Economy,5411.36
Dr. FG37 FS45,1972-10-27,Delhi,Patna,2016-01-06,18:20,2015-12-28,Economy,6719.2
Mr. MG86 MS45,1983-12-31,Mumbai,Delhi,2016-01-19,15:20,2015-12-29,Economy,2944.95
Dr. MG33 MS78,1939-10-13,Mumbai,Patna,2016-04-23,15:10,2016-03-31,Business,25469.45
Dr. MG98 MS6,1937-11-16,Chennai,Mumbai,2016-07-15,20:10,2016-07-15,Business,30953.13
Miss FG32 FS93,1996-04-11,Mumbai,Chennai,2016-08-01,17:20,2016-07-17,Economy,3837.59
Dr. MG3 MS96,1946-07-11,Lucknow,Mumbai,2016-11-21,13:50,2016-10-14,Economy,5055.23
Mr. MG33 MS40,1947-01-27,Lucknow,Mumbai,2016-12-29,19:50,2016-12-10,Economy,3762.88
Dr. MG32 MS40,1953-07-22,Kolkata,Lucknow,2016-06-07,22:20,2016-05-31,Business,18402.08
Dr. MG11 MS23,1983-10-23,Lucknow,Patna,2016-09-18,10:10,2016-08-06,Economy,4552.64
Mr. MG99 MS79,1996-04-02,Kolkata,Patna,2016-04-08,20:50,2016-03-05,Economy,3270.96
Dr. FG24 FS11,1965-06-18,Hyderabad,Lucknow,2016-06-21,17:10,2016-06-02,Economy,7263.23
Dr. FG50 FS20,1954-12-20,Mumbai,Kolkata,2016-09-20,08:40,2016-09-14,Economy,8102.04
Mrs. FG77 FS40,1950-09-19,Mumbai,Kolkata,2016-12-16,14:20,2016-12-15,Economy,6314.18
Dr. MG60 MS99,1976-06-14,Lucknow,Mumbai,2016-03-30,12:40,2016-03-16,Economy,7611.77
Mr. MG64 MS39,1945-02-01,Chennai,Patna,2016-09-26,20:40,2016-09-25,Business,38953.1
Mrs. FG82 FS25,1968-02-27,Lucknow,Mumbai,2016-02-21,21:10,2016-02-17,Economy,10489.45
Miss FG59 FS82,1990-07-14,Patna,Lucknow,2016-07-22,06:50,2016-06-11,Business,4167.11
Dr. MG73 MS61,1972-06-21,Kolkata,Mumbai,2016-06-08,17:30,2016-05-22,Economy,6753.58
Miss FG63 FS42,1991-09-20,Chennai,Lucknow,2016-03-22,19:20,2016-03-06,Economy,7215.13
Dr. MG66 MS4,1951-10-01,Hyderabad,Delhi,2016-12-17,18:40,2016-11-06,Economy,10863.15
Mr. MG9 MS39,1969-11-02,Mumbai,Delhi,2016-02-03,10:30,2016-01-15,Economy,3142.37
Dr. MG87 MS24,1945-06-04,Mumbai,Delhi,2016-10-27,00:40,2016-10-01,Economy,4176.76
Miss FG48 FS70,1986-01-21,Delhi,Hyderabad,2016-10-16,01:40,2016-10-01,Business,21384.5
Dr. MG89 MS93,1977-03-02,Lucknow,Chennai,2016-09-18,09:30,2016-09-02,Economy,21166.16
Mr. MG5 MS81,1989-08-20,Lucknow,Hyderabad,2016-01-27,21:00,2016-01-16,Economy,5456.53
Miss FG53 FS97,2003-07-08,Delhi,Chennai,2016-02-18,16:20,2016-01-28,Business,13277.62
Mr. MG56 MS94,1967-08-06,Lucknow,Hyderabad,2016-10-25,20:30,2016-10-03,Economy,5852.75
Mrs. FG78 FS11,1972-01-22,Chennai,Hyderabad,2016-07-26,10:30,2016-06-29,Business,5529.56
Dr. MG6 MS84,1967-03-01,Hyderabad,Delhi,2016-05-02,19:20,2016-04-07,Economy,8321.47
Dr. MG5 MS71,1984-12-11,Mumbai,Kolkata,2016-04-11,03:50,2016-03-24,Economy,6257.42
Dr. MG27 MS2,1944-03-04,Lucknow,Mumbai,2016-02-02,04:30,2016-02-01,Economy,10035.32
Mrs. FG59 FS49,1948-11-29,Delhi,Patna,2016-03-06,17:00,2016-02-15,Business,10007.08
Mrs. FG16 FS84,1940-08-28,Patna,Delhi,2016-04-06,19:50,2016-03-08,Business,6826.41
Dr. FG88 FS31,1976-07-27,Lucknow,Hyderabad,2016-03-01,14:30,2016-01-24,Economy,7999.16
Dr. FG24 FS58,1957-10-13,Chennai,Mumbai,2016-06-29,09:30,2016-06-27,Economy,10503.24
Mr. MG34 MS21,1995-04-24,Patna,Lucknow,2016-07-28,02:10,2016-06-26,Business,4141.24
Dr. FG18 FS45,1975-03-01,Hyderabad,Kolkata,2016-07-28,07:40,2016-07-05,Economy,5987.78
Mr. MG20 MS31,1975-02-26,Hyderabad,Mumbai,2016-10-06,07:40,2016-09-02,Business,11635.65
Dr. FG10 FS75,1966-04-03,Patna,Delhi,2016-03-12,03:10,2016-02-24,Business,17592.15
Dr. MG48 MS15,1963-05-15,Mumbai,Lucknow,2016-05-24,12:20,2016-04-30,Economy,5813.05
Mr. MG11 MS57,1961-11-01,Delhi,Lucknow,2016-01-07,12:40,2015-12-16,Economy,1612.65
Miss FG66 FS39,1993-07-25,Kolkata,Lucknow,2016-01-18,13:20,2015-12-02,Economy,3516.84
Dr. FG74 FS76,1960-05-23,Patna,Lucknow,2016-03-16,16:10,2016-03-10,Economy,4239.85
Dr. FG69 FS92,1945-01-16,Kolkata,Mumbai,2016-10-24,18:30,2016-10-04,Business,13570.7
Miss FG99 FS45,1984-01-06,Patna,Lucknow,2016-05-02,12:20,2016-04-24,Business,6634.86
Dr. FG19 FS30,1982-09-05,Lucknow,Chennai,2016-04-05,16:20,2016-03-22,Economy,11995.04
Mr. MG30 MS73,1946-06-15,Chennai,Mumbai,2016-01-20,14:40,2015-11-28,Economy,3397.33
Mr. MG49 MS42,1948-07-21,Patna,Lucknow,2016-03-09,19:20,2016-01-13,Business,4613.4
Mr. MG73 MS87,1984-02-10,Lucknow,Patna,2016-06-03,12:20,2016-05-27,Economy,2520.05
Miss FG72 FS64,1992-10-05,Hyderabad,Mumbai,2016-01-28,04:00,2015-12-04,Economy,3410.62
Mr. MG39 MS49,1990-07-30,Lucknow,Mumbai,2016-05-28,15:10,2016-05-18,Economy,6542.35
Dr. MG25 MS81,1973-04-25,Kolkata,Lucknow,2016-07-01,17:20,2016-05-31,Economy,6524.47
Dr. FG67 FS16,1973-05-20,Lucknow,Mumbai,2016-09-07,11:10,2016-07-27,Economy,6439.89
Mrs. FG85 FS47,1944-07-02,Delhi,Patna,2016-03-30,20:20,2016-03-10,Economy,3213.13
Dr. MG78 MS97,1946-04-16,Mumbai,Delhi,2016-03-05,16:20,2016-02-25,Economy,7976.15
Mr. MG58 MS57,2005-04-23,Delhi,Chennai,2016-09-14,20:50,2016-08-01,Economy,6137.96
Mr. MG60 MS37,1966-11-08,Lucknow,Delhi,2016-07-12,14:00,2016-06-25,Economy,2008.91
Dr. FG69 FS94,1982-05-19,Patna,Delhi,2016-01-14,14:30,2015-12-06,Economy,4650.25
Dr. MG32 MS5,1973-01-11,Chennai,Patna,2016-10-02,10:50,2016-09-12,Economy,20828.58
Dr. FG99 FS48,1940-06-10,Delhi,Lucknow,2016-12-10,11:20,2016-10-07,Economy,4003.03
Mr. MG4 MS32,1983-08-12,Chennai,Hyderabad,2016-01-26,09:30,2015-12-13,Business,5421.98
Miss FG75 FS82,1993-10-18,Lucknow,Patna,2016-06-17,16:30,2016-06-09,Economy,2361.28
Mrs. FG86 FS99,1975-11-16,Lucknow,Chennai,2016-03-15,14:20,2016-01-13,Economy,7556.67
Mrs. FG50 FS82,1961-09-10,Delhi,Hyderabad,2016-04-06,14:40,2016-03-30,Economy,6984.8
Mr. MG66 MS50,1973-07-07,Kolkata,Mumbai,2016-05-16,09:30,2016-05-02,Economy,5456.81
Dr. MG1 MS87,1964-03-09,Hyderabad,Lucknow,2016-08-15,08:10,2016-08-10,Economy,11206.21
